timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-26T16:29:56,cleanlab,089c78e8-fec0-4f16-810d-df6a0434b28f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,14.152264899923466,3.105878839183592e-06,2.1946160993639884e-07,4.895629427446154,0.0,10.0,1.0383791834454802e-05,0.0,2.1196706388016336e-05,3.1580498222471145e-05,0.0,Brazil,BRA,ceará,,,Windows-11-10.0.26200-SP0,3.13.1,3.2.8,12,12th Gen Intel(R) Core(TM) i5-1235U,0,,-39.0159,-4.9702,7.730949401855469,machine,0.0,0,85.76666666666667,6.62982972462972,N,1.0,0.0
