timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-30T07:34:31,cleanlab,e5701c09-3c18-4050-a9f8-404b04efefea,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,17.218359899998177,4.505636301842367e-06,2.6167627625456034e-07,8.491593330375,0.0,10.0,2.0408325088940168e-05,0.0,2.540487194447551e-05,4.581319703341569e-05,0.0,Brazil,BRA,ceará,,,Windows-11-10.0.26200-SP0,3.14.2,3.2.8,12,AMD Ryzen 5 5500U with Radeon Graphics,0,,-39.0159,-4.9702,5.849113464355469,machine,20.0,0,92.64,5.418383534749349,N,1.0,0.0
