arquivo,tipo,classe,nome,rank_cc,complexity,linha_ini,linha_fim
cleanlab/datalab/internal/adapter/imagelab.py,method,ImagelabDataIssuesAdapter,get_info,A,3,145,155
cleanlab/datalab/internal/adapter/imagelab.py,method,CorrelationReporter,_get_correlated_properties,A,3,248,252
cleanlab/datalab/internal/issue_manager/data_valuation.py,method,DataValuationIssueManager,find_issues,A,3,100,148
cleanlab/datalab/internal/issue_manager/imbalance.py,method,ClassImbalanceIssueManager,find_issues,A,3,41,69
cleanlab/datalab/internal/issue_manager/issue_manager.py,method,IssueManager,__init_subclass__,A,3,140,146
cleanlab/datalab/internal/issue_manager/label.py,method,LabelIssueManager,__init__,A,3,54,69
cleanlab/datalab/internal/issue_manager/label.py,method,LabelIssueManager,collect_info,A,3,240,270
cleanlab/datalab/internal/issue_manager/noniid.py,method,NonIIDIssueManager,_determine_optional_features,A,3,129,162
cleanlab/datalab/internal/issue_manager/null.py,method,NullIssueManager,find_issues,A,3,49,70
cleanlab/datalab/internal/issue_manager/null.py,method,NullIssueManager,report,A,3,150,210
cleanlab/datalab/internal/issue_manager/outlier.py,method,OutlierIssueManager,collect_info,A,3,211,262
cleanlab/datalab/internal/issue_manager/regression/label.py,method,RegressionLabelIssueManager,__init__,A,3,47,59
cleanlab/experimental/coteaching.py,function,,evaluate,A,3,203,229
cleanlab/experimental/label_issues_batched.py,function,,_batch_check,A,3,744,760
cleanlab/experimental/label_issues_batched.py,method,LabelInspector,score_label_quality,A,3,518,562
cleanlab/experimental/mnist_pytorch.py,function,,get_sklearn_digits_dataset,A,3,43,92
cleanlab/experimental/mnist_pytorch.py,method,CNN,_set_dataset,A,3,210,222
cleanlab/internal/label_quality_utils.py,function,,_subtract_confident_thresholds,A,3,11,65
cleanlab/internal/multiannotator_utils.py,function,,find_best_temp_scaler,A,3,277,307
cleanlab/internal/multiannotator_utils.py,function,,_set_fine_search_range,A,3,310,334
cleanlab/internal/multilabel_scorer.py,method,ClassLabelScorer,_adjust_pred_probs,A,3,89,100
cleanlab/internal/multilabel_scorer.py,method,Aggregator,__init__,A,3,256,267
cleanlab/internal/multilabel_scorer.py,method,Aggregator,_validate_scores,A,3,275,278
cleanlab/internal/multilabel_scorer.py,method,MultilabelScorer,get_class_label_quality_scores,A,3,444,488
cleanlab/internal/object_detection_utils.py,function,,assert_valid_aggregation_weights,A,3,39,44
cleanlab/internal/regression_utils.py,function,,assert_valid_regression_inputs,A,3,51,69
cleanlab/internal/segmentation_utils.py,function,,_get_valid_optional_params,A,3,10,20
cleanlab/internal/segmentation_utils.py,function,,_get_summary_optional_params,A,3,23,33
cleanlab/internal/util.py,function,,clip_values,A,3,78,110
cleanlab/internal/util.py,function,,confusion_matrix,A,3,274,311
cleanlab/internal/util.py,function,,is_torch_dataset,A,3,471,479
cleanlab/internal/util.py,function,,force_two_dimensions,A,3,598,616
cleanlab/internal/neighbor/knn_graph.py,function,,features_to_knn,A,3,26,70
cleanlab/internal/neighbor/knn_graph.py,function,,create_knn_graph_and_index,A,3,142,203
cleanlab/internal/neighbor/knn_graph.py,function,,_compute_exact_duplicate_sets,A,3,250,290
cleanlab/internal/neighbor/knn_graph.py,function,,correct_knn_distances_and_indices_with_exact_duplicate_sets_inplace,A,3,293,399
cleanlab/object_detection/filter.py,function,,_pool_box_scores_per_image,A,3,207,223
cleanlab/object_detection/filter.py,function,,_process_class_list,A,3,226,242
cleanlab/object_detection/filter.py,function,,_filter_by_class,A,3,301,312
cleanlab/object_detection/filter.py,function,,_calculate_average_precision,A,3,361,386
cleanlab/object_detection/rank.py,function,,_get_min_pred_prob,A,3,204,214
cleanlab/object_detection/rank.py,function,,_get_overlap_matrix,A,3,313,320
cleanlab/object_detection/rank.py,function,,_get_iou,A,3,323,368
cleanlab/object_detection/rank.py,function,,_get_dist_matrix,A,3,398,404
cleanlab/object_detection/rank.py,function,,_get_min_possible_similarity,A,3,407,425
cleanlab/object_detection/rank.py,function,,compute_overlooked_box_scores,A,3,611,687
cleanlab/object_detection/rank.py,function,,compute_badloc_box_scores,A,3,749,822
cleanlab/object_detection/rank.py,function,,compute_swap_box_scores,A,3,892,973
cleanlab/object_detection/summary.py,function,,class_label_distribution,A,3,157,203
cleanlab/object_detection/summary.py,function,,_get_class_instances,A,3,669,674
cleanlab/regression/learn.py,method,CleanLearning,score,A,3,325,359
cleanlab/token_classification/rank.py,function,,nested_list,A,3,112,114
cleanlab/token_classification/summary.py,function,,filter_by_token,A,3,302,345
cleanlab/classification.py,method,CleanLearning,predict,A,4,584,610
cleanlab/classification.py,method,CleanLearning,predict_proba,A,4,612,638
cleanlab/classification.py,method,CleanLearning,score,A,4,640,672
cleanlab/classification.py,method,CleanLearning,save_space,A,4,969,994
cleanlab/classification.py,method,CleanLearning,_process_label_issues_kwargs,A,4,996,1021
cleanlab/count.py,function,,_estimate_joint_multilabel,A,4,402,442
cleanlab/count.py,function,,_compute_confident_joint_multi_label,A,4,625,712
cleanlab/dataset.py,function,,_get_num_examples,A,4,491,514
cleanlab/data_valuation.py,function,,data_shapley_knn,A,4,53,127
cleanlab/filter.py,function,,_prune_by_class,A,4,829,863
cleanlab/multiannotator.py,function,,_get_annotator_agreement_with_annotators,A,4,1304,1349
cleanlab/outlier.py,method,OutOfDistribution,__init__,A,4,105,117
cleanlab/rank.py,function,,_compute_label_quality_scores,A,4,120,155
cleanlab/datalab/datalab.py,method,Datalab,find_issues,A,4,151,352
cleanlab/datalab/internal/data.py,method,Data,_load_dataset_from_string,A,4,215,235
cleanlab/datalab/internal/data.py,method,Label,is_available,A,4,297,301
cleanlab/datalab/internal/data.py,method,Label,_validate_labels,A,4,303,303
cleanlab/datalab/internal/data_issues.py,method,DataIssues,get_issue_summary,A,4,276,304
cleanlab/datalab/internal/display.py,method,RepresentationStrategy,to_string,A,4,55,65
cleanlab/datalab/internal/issue_manager_factory.py,method,_IssueManagerFactory,from_str,A,4,120,132
cleanlab/datalab/internal/model_outputs.py,method,MultiClassPredProbs,validate,A,4,59,70
cleanlab/datalab/internal/report.py,method,Reporter,_write_summary,A,4,146,182
cleanlab/datalab/internal/adapter/imagelab.py,function,,create_imagelab,A,4,31,65
cleanlab/datalab/internal/adapter/imagelab.py,method,ImagelabDataIssuesAdapter,_update_issues_imagelab,A,4,93,104
cleanlab/datalab/internal/adapter/imagelab.py,method,CorrelationReporter,_visualize,A,4,237,245
cleanlab/datalab/internal/issue_manager/identifier_column.py,method,IdentifierColumnIssueManager,_is_sequential,A,4,28,45
cleanlab/datalab/internal/issue_manager/identifier_column.py,method,IdentifierColumnIssueManager,find_issues,A,4,93,130
cleanlab/datalab/internal/issue_manager/label.py,method,LabelIssueManager,_process_find_label_issues_kwargs,A,4,72,90
cleanlab/datalab/internal/issue_manager/label.py,method,LabelIssueManager,_reset,A,4,92,112
cleanlab/datalab/internal/issue_manager/noniid.py,method,NonIIDIssueManager,_determine_if_knn_graph_storage_should_be_skipped,A,4,212,225
cleanlab/datalab/internal/issue_manager/underperforming_group.py,method,UnderperformingGroupIssueManager,perform_clustering,A,4,135,155
cleanlab/datalab/internal/issue_manager/multilabel/label.py,method,MultilabelIssueManager,_process_find_label_issues_kwargs,A,4,53,73
cleanlab/datalab/internal/issue_manager/multilabel/label.py,method,MultilabelIssueManager,_process_get_label_quality_scores_kwargs,A,4,76,87
cleanlab/datalab/internal/issue_manager/regression/label.py,function,,find_issues_with_predictions,A,4,143,197
cleanlab/datalab/internal/issue_manager/regression/label.py,function,,find_issues_with_features,A,4,200,241
cleanlab/experimental/label_issues_batched.py,method,LabelInspector,get_confident_thresholds,A,4,378,398
cleanlab/experimental/label_issues_batched.py,method,LabelInspector,get_label_issues,A,4,452,485
cleanlab/experimental/mnist_pytorch.py,method,CNN,set_params,A,4,240,246
cleanlab/internal/label_quality_utils.py,function,,get_normalized_entropy,A,4,68,118
cleanlab/internal/multilabel_scorer.py,function,,exponential_moving_average,A,4,134,203
cleanlab/internal/multilabel_scorer.py,method,MultilabelScorer,_validate_labels_and_pred_probs,A,4,491,502
cleanlab/internal/multilabel_utils.py,function,,_is_multilabel,A,4,12,19
cleanlab/internal/token_classification_utils.py,function,,get_sentence,A,4,19,46
cleanlab/internal/token_classification_utils.py,function,,merge_probs,A,4,165,210
cleanlab/internal/util.py,function,,round_preserving_sum,A,4,194,226
cleanlab/internal/util.py,function,,subset_data,A,4,455,468
cleanlab/internal/validation.py,function,,labels_to_list_multilabel,A,4,194,212
cleanlab/internal/neighbor/knn_graph.py,function,,_configure_num_neighbors,A,4,567,578
cleanlab/multilabel_classification/dataset.py,function,,common_multilabel_issues,A,4,18,96
cleanlab/multilabel_classification/dataset.py,function,,_get_num_examples_multilabel,A,4,189,215
cleanlab/object_detection/filter.py,function,,_find_label_issues_per_box,A,4,183,204
cleanlab/object_detection/filter.py,function,,_get_per_class_ap,A,4,389,405
cleanlab/object_detection/rank.py,function,,_separate_prediction_single_box,A,4,263,274
cleanlab/object_detection/rank.py,function,,_get_prediction_type,A,4,277,285
cleanlab/object_detection/rank.py,function,,_get_valid_inputs_for_compute_scores,A,4,486,509
cleanlab/object_detection/summary.py,function,,object_counts_per_image,A,4,48,99
cleanlab/object_detection/summary.py,function,,bounding_box_size_distribution,A,4,103,154
cleanlab/object_detection/summary.py,function,,plot_class_distribution,A,4,296,332
cleanlab/object_detection/summary.py,function,,_get_bbox_areas,A,4,659,666
cleanlab/regression/learn.py,method,CleanLearning,get_epistemic_uncertainty,A,4,537,579
cleanlab/regression/learn.py,method,CleanLearning,save_space,A,4,608,623
cleanlab/segmentation/filter.py,function,,downsample_arrays,A,4,76,100
cleanlab/count.py,function,,get_confident_thresholds,A,5,1407,1458
cleanlab/dataset.py,function,,rank_classes_by_label_quality,A,5,16,108
cleanlab/rank.py,function,,order_label_issues,A,5,398,461
cleanlab/benchmarking/noise_generation.py,function,,noise_matrix_is_valid,A,5,15,90
cleanlab/datalab/internal/data.py,function,,_convert_column_to_list,A,5,414,431
cleanlab/datalab/internal/data_issues.py,method,_RegressionInfoStrategy,get_info,A,5,121,133
cleanlab/datalab/internal/issue_manager_factory.py,function,,register,A,5,140,213
cleanlab/datalab/internal/report.py,method,Reporter,get_report,A,5,86,144
cleanlab/datalab/internal/report.py,method,Reporter,_get_issue_types,A,5,185,194
cleanlab/datalab/internal/spurious_correlation.py,method,SpuriousCorrelations,__post_init__,A,5,19,31
cleanlab/datalab/internal/adapter/imagelab.py,method,ImagelabIssueFinderAdapter,_get_imagelab_issue_types,A,5,316,330
cleanlab/datalab/internal/issue_manager/duplicate.py,method,NearDuplicateIssueManager,_neighbors_within_radius,A,5,89,120
cleanlab/datalab/internal/issue_manager/knn_graph_helpers.py,function,,_process_knn_graph_from_inputs,A,5,20,38
cleanlab/datalab/internal/issue_manager/knn_graph_helpers.py,function,,set_knn_graph,A,5,48,69
cleanlab/datalab/internal/issue_manager/label.py,method,LabelIssueManager,find_issues,A,5,115,185
cleanlab/datalab/internal/issue_manager/noniid.py,method,NonIIDIssueManager,_permutation_test,A,5,267,299
cleanlab/datalab/internal/issue_manager/null.py,method,NullIssueManager,_most_common_issue,A,5,73,114
cleanlab/datalab/internal/issue_manager/outlier.py,method,OutlierIssueManager,__init__,A,5,53,95
cleanlab/datalab/internal/issue_manager/outlier.py,method,OutlierIssueManager,_compute_threshold_and_issue_column_from_distances,A,5,190,209
cleanlab/datalab/internal/issue_manager/underperforming_group.py,method,UnderperformingGroupIssueManager,filter_cluster_ids,A,5,157,180
cleanlab/datalab/internal/issue_manager/underperforming_group.py,method,UnderperformingGroupIssueManager,get_underperforming_clusters,A,5,182,227
cleanlab/experimental/coteaching.py,function,,train,A,5,102,199
cleanlab/experimental/label_issues_batched.py,method,LabelInspector,get_num_issues,A,5,400,430
cleanlab/internal/outlier.py,function,,correct_precision_errors,A,5,60,112
cleanlab/internal/regression_utils.py,function,,assert_valid_prediction_inputs,A,5,11,48
cleanlab/internal/regression_utils.py,function,,check_dimension_and_datatype,A,5,72,106
cleanlab/internal/token_classification_utils.py,function,,filter_sentence,A,5,49,90
cleanlab/internal/util.py,function,,print_square_matrix,A,5,314,352
cleanlab/internal/util.py,function,,compress_int_array,A,5,387,399
cleanlab/internal/util.py,function,,subset_labels,A,5,444,452
cleanlab/internal/util.py,function,,get_num_classes,A,5,518,535
cleanlab/internal/util.py,function,,format_labels,A,5,563,585
cleanlab/object_detection/filter.py,function,,_find_label_issues,A,5,111,180
cleanlab/object_detection/rank.py,function,,_compute_label_quality_scores,A,5,159,201
cleanlab/object_detection/rank.py,function,,_get_valid_subtype_score_params,A,5,522,537
cleanlab/object_detection/rank.py,function,,_compute_overlooked_box_scores_for_image,A,5,555,608
cleanlab/object_detection/rank.py,function,,_compute_badloc_box_scores_for_image,A,5,690,746
cleanlab/object_detection/summary.py,function,,_get_per_class_confusion_matrix_dict_,A,5,465,498
cleanlab/object_detection/summary.py,function,,_draw_boxes,A,5,731,757
cleanlab/token_classification/rank.py,function,,_softmin_sentence_score,A,5,231,274
cleanlab/classification.py,method,CleanLearning,__init__,B,6,213,263
cleanlab/count.py,function,,estimate_joint,B,6,329,399
cleanlab/filter.py,function,,_find_label_issues_multilabel,B,6,453,536
cleanlab/outlier.py,method,OutOfDistribution,score,B,6,224,277
cleanlab/benchmarking/noise_generation.py,function,,generate_n_rand_probabilities_that_sum_to_m,B,6,340,429
cleanlab/datalab/internal/issue_finder.py,method,IssueFinder,_validate_issue_types_dict,B,6,381,394
cleanlab/datalab/internal/issue_manager/data_valuation.py,method,DataValuationIssueManager,_build_statistics_dictionary,B,6,172,189
cleanlab/datalab/internal/issue_manager/duplicate.py,method,NearDuplicateIssueManager,_build_statistics_dictionary,B,6,154,171
cleanlab/datalab/internal/issue_manager/underperforming_group.py,method,UnderperformingGroupIssueManager,find_issues,B,6,79,132
cleanlab/experimental/mnist_pytorch.py,method,CNN,__init__,B,6,172,208
cleanlab/internal/segmentation_utils.py,function,,_check_input,B,6,36,58
cleanlab/internal/util.py,function,,get_missing_classes,B,6,180,191
cleanlab/internal/util.py,function,,append_extra_datapoint,B,6,493,515
cleanlab/internal/util.py,function,,get_unique_classes,B,6,548,560
cleanlab/internal/validation.py,function,,labels_to_array,B,6,163,190
cleanlab/multilabel_classification/dataset.py,function,,multilabel_health_summary,B,6,246,325
cleanlab/object_detection/rank.py,function,,_has_overlap,B,6,371,385
cleanlab/object_detection/rank.py,function,,_compute_swap_box_scores_for_image,B,6,825,889
cleanlab/segmentation/rank.py,function,,get_label_quality_scores,B,6,14,130
cleanlab/segmentation/rank.py,function,,issues_from_scores,B,6,133,186
cleanlab/count.py,function,,compute_confident_joint,B,7,445,622
cleanlab/dataset.py,function,,overall_label_health_score,B,7,286,358
cleanlab/filter.py,function,,_prune_by_count,B,7,867,907
cleanlab/multiannotator.py,function,,_get_post_pred_probs_and_weights,B,7,1394,1524
cleanlab/multiannotator.py,function,,_get_post_pred_probs_and_weights_ensemble,B,7,1527,1638
cleanlab/outlier.py,method,OutOfDistribution,_assert_valid_inputs,B,7,294,308
cleanlab/benchmarking/noise_generation.py,function,,generate_noisy_labels,B,7,93,172
cleanlab/datalab/internal/data.py,method,MultiLabel,_extract_labels,B,7,323,335
cleanlab/datalab/internal/data.py,method,MultiClass,_extract_labels,B,7,342,390
cleanlab/datalab/internal/data_issues.py,method,_ClassificationInfoStrategy,get_info,B,7,92,114
cleanlab/datalab/internal/issue_finder.py,method,IssueFinder,find_issues,B,7,232,320
cleanlab/datalab/internal/issue_finder.py,method,IssueFinder,_set_issue_types,B,7,322,367
cleanlab/datalab/internal/issue_manager/label.py,method,LabelIssueManager,_get_summary_parameters,B,7,198,237
cleanlab/internal/util.py,function,,train_val_split,B,7,402,434
cleanlab/multilabel_classification/filter.py,function,,find_label_issues,B,7,13,152
cleanlab/object_detection/filter.py,function,,_calculate_ap_per_class,B,7,245,298
cleanlab/object_detection/summary.py,function,,plot_class_size_distributions,B,7,239,293
cleanlab/object_detection/summary.py,function,,get_average_per_class_confusion_matrix,B,7,522,592
cleanlab/regression/learn.py,method,CleanLearning,__init__,B,7,128,164
cleanlab/segmentation/rank.py,function,,_get_label_quality_per_image,B,7,189,231
cleanlab/dataset.py,function,,health_summary,B,8,361,487
cleanlab/outlier.py,method,OutOfDistribution,_shared_fit,B,8,312,369
cleanlab/benchmarking/noise_generation.py,function,,randomly_distribute_N_balls_into_K_bins,B,8,432,486
cleanlab/datalab/internal/data_issues.py,method,_MultilabelInfoStrategy,get_info,B,8,140,162
cleanlab/datalab/internal/issue_manager/issue_manager.py,method,IssueManagerMeta,__new__,B,8,34,64
cleanlab/datalab/internal/issue_manager/noniid.py,method,NonIIDIssueManager,_build_statistics_dictionary,B,8,246,265
cleanlab/datalab/internal/issue_manager/outlier.py,method,OutlierIssueManager,_build_statistics_dictionary,B,8,264,288
cleanlab/datalab/internal/issue_manager/underperforming_group.py,method,UnderperformingGroupIssueManager,_build_statistics_dictionary,B,8,270,292
cleanlab/multilabel_classification/dataset.py,function,,rank_classes_by_multilabel_quality,B,8,100,186
cleanlab/token_classification/rank.py,function,,issues_from_scores,B,8,135,228
cleanlab/count.py,function,,num_label_issues,B,9,50,173
cleanlab/multiannotator.py,function,,_get_annotator_quality,B,9,1722,1836
cleanlab/datalab/internal/serialize.py,method,_Serializer,deserialize,B,9,88,123
cleanlab/internal/object_detection_utils.py,function,,assert_valid_inputs,B,9,49,86
cleanlab/internal/util.py,function,,value_counts,B,9,113,168
cleanlab/object_detection/filter.py,function,,_calculate_true_positives_false_positives,B,9,315,358
cleanlab/object_detection/rank.py,function,,_prune_by_threshold,B,9,217,245
cleanlab/regression/learn.py,method,CleanLearning,_process_label_issues_arg,B,9,837,870
cleanlab/dataset.py,function,,find_overlapping_classes,B,10,111,283
cleanlab/multiannotator.py,function,,get_active_learning_scores,B,10,564,726
cleanlab/datalab/internal/issue_manager/issue_manager.py,function,,truncate,B,10,293,311
cleanlab/internal/latent_algebra.py,function,,compute_py,B,10,176,256
cleanlab/internal/validation.py,function,,assert_valid_class_labels,B,10,84,112
cleanlab/internal/validation.py,function,,assert_indexing_works,B,10,121,160
cleanlab/count.py,function,,estimate_confident_joint_and_cv_pred_proba,C,11,888,1066
cleanlab/outlier.py,function,,_get_ood_predictions_scores,C,11,482,581
cleanlab/datalab/internal/data_issues.py,method,DataIssues,get_issues,C,11,209,274
cleanlab/datalab/internal/issue_finder.py,function,,_resolve_required_args_for_regression,C,11,115,137
cleanlab/datalab/internal/issue_finder.py,function,,_resolve_required_args_for_multilabel,C,11,140,162
cleanlab/datalab/internal/issue_manager/outlier.py,method,OutlierIssueManager,find_issues,C,11,97,183
cleanlab/datalab/internal/issue_manager/regression/label.py,method,RegressionLabelIssueManager,find_issues,C,11,61,120
cleanlab/internal/multiannotator_utils.py,function,,format_multiannotator_labels,C,11,190,232
cleanlab/object_detection/summary.py,function,,_plot_legend,C,11,677,708
cleanlab/multiannotator.py,function,,get_active_learning_scores_ensemble,C,12,729,894
cleanlab/experimental/label_issues_batched.py,method,LabelInspector,_update_num_label_issues,C,12,564,673
cleanlab/object_detection/rank.py,function,,_get_valid_inputs_for_compute_scores_per_image,C,12,428,483
cleanlab/token_classification/rank.py,function,,get_label_quality_scores,C,12,15,132
cleanlab/classification.py,method,CleanLearning,_process_label_issues_arg,C,13,1023,1062
cleanlab/multiannotator.py,function,,get_label_quality_multiannotator_ensemble,C,13,351,561
cleanlab/outlier.py,method,OutOfDistribution,_get_ood_features_scores,C,13,371,479
cleanlab/datalab/internal/issue_manager/identifier_column.py,method,IdentifierColumnIssueManager,_prepare_features,C,13,47,91
cleanlab/experimental/label_issues_batched.py,method,LabelInspector,__init__,C,13,313,375
cleanlab/multilabel_classification/filter.py,function,,find_multilabel_issues_per_class,C,13,156,303
cleanlab/regression/learn.py,method,CleanLearning,_get_cv_predictions,C,13,625,726
cleanlab/regression/learn.py,method,CleanLearning,_find_best_k,C,13,728,835
cleanlab/token_classification/filter.py,function,,find_label_issues,C,13,15,101
cleanlab/datalab/internal/adapter/imagelab.py,method,ImagelabIssueFinderAdapter,find_issues,C,14,332,411
cleanlab/experimental/mnist_pytorch.py,method,CNN,fit,C,14,248,316
cleanlab/regression/learn.py,method,CleanLearning,find_label_issues,C,14,362,517
cleanlab/segmentation/filter.py,function,,find_label_issues,C,14,14,208
cleanlab/segmentation/summary.py,function,,common_label_issues,C,14,159,265
cleanlab/datalab/internal/issue_manager/issue_manager.py,method,IssueManager,report,C,15,191,330
cleanlab/experimental/mnist_pytorch.py,method,CNN,predict_proba,C,15,326,369
cleanlab/datalab/internal/issue_finder.py,function,,_resolve_required_args_for_classification,C,17,73,112
cleanlab/object_detection/summary.py,function,,visualize,C,18,335,462
cleanlab/benchmarking/noise_generation.py,function,,generate_noise_matrix_from_trace,C,19,175,337
cleanlab/regression/learn.py,method,CleanLearning,fit,C,19,166,306
cleanlab/segmentation/summary.py,function,,display_issues,C,20,15,156
cleanlab/multiannotator.py,function,,get_label_quality_multiannotator,D,21,46,348
cleanlab/experimental/label_issues_batched.py,function,,find_label_issues_batched,D,22,43,227
cleanlab/internal/multiannotator_utils.py,function,,assert_valid_inputs_multiannotator,D,22,19,122
cleanlab/token_classification/summary.py,function,,display_issues,D,22,13,136
cleanlab/multiannotator.py,function,,get_majority_vote_label,D,24,897,1060
cleanlab/datalab/internal/issue_finder.py,method,IssueFinder,get_available_issue_types,D,24,396,489
cleanlab/internal/validation.py,function,,assert_valid_inputs,D,25,13,81
cleanlab/token_classification/summary.py,function,,common_label_issues,D,25,139,298
cleanlab/rank.py,function,,get_label_quality_ensemble_scores,D,26,158,366
cleanlab/internal/multiannotator_utils.py,function,,assert_valid_pred_probs,D,26,128,186
cleanlab/classification.py,method,CleanLearning,fit,E,37,265,582
cleanlab/classification.py,method,CleanLearning,find_label_issues,F,41,675,947
cleanlab/filter.py,function,,find_label_issues,F,60,57,450
